threads	omp-threads	generations	exchange-interval	exchange-count	pop-count	pop-size	elite	mutant	rhoe	decode	instance	seed	log-step	ans	elapsed	convergence	tool	problem	commit	system	cpu	host-memory	gpu	gpu-memory	nvcc	g++
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n420-k130	8	25	139622.000000	13.812257	[217181.000000,192373.000000,175930.000000,171970.000000,168564.000000,167422.000000,165428.000000,163282.000000,161054.000000,158055.000000,156455.000000,154747.000000,154383.000000,153307.000000,152633.000000,151296.000000,150941.000000,149952.000000,149344.000000,148179.000000,148132.000000,147093.000000,146983.000000,145937.000000,145775.000000,145001.000000,144638.000000,143543.000000,143138.000000,141642.000000,141483.000000,141118.000000,140914.000000,140641.000000,140621.000000,140236.000000,140124.000000,139893.000000,139874.000000,139622.000000,139622.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n420-k130	9	25	138477.000000	13.701277	[218972.000000,191040.000000,176475.000000,172182.000000,168222.000000,163950.000000,162014.000000,161095.000000,158969.000000,158071.000000,157436.000000,154636.000000,153672.000000,151790.000000,151518.000000,150313.000000,149700.000000,148841.000000,148430.000000,146836.000000,146669.000000,145299.000000,144842.000000,143534.000000,143530.000000,143026.000000,142933.000000,142582.000000,142420.000000,141315.000000,140904.000000,140664.000000,140420.000000,139951.000000,139951.000000,139772.000000,139543.000000,138900.000000,138774.000000,138548.000000,138477.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n420-k130	10	25	139130.000000	13.734370	[219240.000000,191959.000000,174119.000000,170949.000000,168404.000000,165462.000000,163707.000000,161059.000000,159637.000000,158291.000000,157515.000000,156453.000000,155497.000000,154528.000000,153314.000000,151782.000000,151584.000000,150512.000000,150202.000000,148890.000000,148835.000000,147827.000000,147742.000000,147159.000000,146663.000000,144980.000000,144660.000000,143641.000000,143545.000000,142999.000000,142994.000000,142289.000000,142121.000000,141847.000000,141767.000000,141228.000000,141183.000000,140633.000000,140459.000000,139323.000000,139130.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	1	25	110131.000000	14.190472	[221264.000000,184149.000000,165001.000000,157557.000000,152794.000000,149117.000000,146982.000000,145058.000000,142780.000000,140953.000000,139277.000000,136965.000000,135862.000000,134669.000000,133413.000000,131783.000000,130917.000000,129767.000000,128432.000000,126183.000000,126074.000000,124759.000000,124123.000000,122335.000000,121956.000000,119614.000000,118924.000000,118332.000000,117842.000000,116425.000000,116164.000000,115069.000000,114865.000000,113413.000000,113048.000000,112200.000000,111893.000000,110861.000000,110532.000000,110286.000000,110131.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	2	25	107701.000000	14.173085	[221016.000000,187410.000000,163667.000000,155412.000000,152164.000000,149042.000000,146554.000000,143003.000000,141661.000000,137705.000000,136895.000000,134648.000000,133860.000000,132251.000000,130581.000000,126938.000000,126139.000000,123914.000000,123321.000000,120771.000000,120693.000000,119255.000000,119075.000000,117459.000000,117130.000000,116299.000000,115132.000000,114194.000000,113895.000000,112679.000000,112402.000000,111927.000000,111699.000000,110973.000000,110518.000000,109628.000000,109519.000000,108992.000000,108600.000000,107824.000000,107701.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	3	25	106701.000000	14.151399	[222024.000000,182523.000000,164877.000000,159669.000000,155463.000000,151605.000000,147509.000000,144414.000000,142527.000000,139706.000000,137815.000000,136488.000000,134656.000000,130559.000000,130061.000000,127477.000000,126793.000000,125680.000000,124969.000000,122920.000000,122777.000000,121375.000000,120837.000000,118947.000000,118666.000000,117592.000000,117149.000000,115364.000000,114845.000000,113337.000000,112930.000000,111753.000000,111404.000000,110043.000000,109778.000000,108663.000000,108663.000000,107773.000000,107773.000000,107047.000000,106701.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	4	25	108460.000000	14.102855	[223395.000000,191960.000000,171271.000000,162178.000000,155961.000000,151639.000000,148768.000000,145785.000000,144170.000000,142765.000000,139327.000000,136915.000000,135243.000000,134045.000000,132812.000000,129753.000000,128897.000000,125981.000000,124222.000000,122474.000000,122281.000000,120852.000000,119954.000000,118472.000000,117725.000000,116477.000000,116401.000000,115745.000000,115251.000000,114618.000000,114422.000000,113414.000000,112620.000000,111630.000000,111625.000000,110575.000000,110376.000000,109539.000000,109379.000000,108597.000000,108460.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	5	25	107652.000000	14.261714	[221195.000000,182509.000000,160955.000000,155813.000000,151793.000000,147292.000000,144920.000000,139053.000000,136800.000000,133342.000000,132612.000000,128883.000000,127073.000000,125569.000000,125007.000000,123132.000000,122772.000000,120775.000000,120576.000000,119108.000000,118857.000000,117504.000000,117416.000000,116198.000000,115781.000000,115298.000000,115075.000000,113971.000000,113871.000000,112823.000000,112430.000000,111538.000000,111246.000000,110526.000000,110068.000000,109323.000000,109293.000000,108349.000000,108284.000000,107843.000000,107652.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	6	25	107566.000000	14.396833	[223349.000000,185190.000000,165214.000000,158395.000000,154266.000000,150834.000000,148458.000000,144624.000000,143502.000000,141717.000000,139737.000000,137475.000000,135658.000000,134149.000000,133400.000000,131395.000000,130108.000000,127015.000000,126263.000000,123792.000000,123142.000000,120170.000000,119466.000000,117543.000000,117332.000000,116459.000000,116037.000000,114170.000000,113879.000000,112966.000000,112527.000000,111338.000000,111083.000000,110538.000000,110430.000000,109699.000000,109601.000000,108806.000000,108428.000000,107825.000000,107566.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	7	25	110527.000000	14.211010	[222834.000000,187976.000000,166293.000000,160521.000000,154996.000000,151686.000000,148592.000000,146206.000000,144406.000000,142247.000000,139518.000000,137967.000000,135437.000000,133865.000000,132577.000000,131296.000000,129891.000000,128507.000000,127933.000000,127154.000000,126828.000000,126401.000000,126074.000000,125435.000000,125074.000000,123626.000000,122814.000000,121390.000000,121104.000000,119123.000000,118722.000000,117475.000000,116894.000000,115632.000000,115193.000000,114144.000000,114076.000000,112950.000000,112561.000000,111041.000000,110527.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	8	25	111053.000000	14.176072	[218382.000000,185676.000000,165432.000000,158946.000000,153389.000000,150070.000000,147414.000000,144066.000000,141501.000000,138317.000000,136937.000000,135640.000000,133952.000000,131759.000000,130643.000000,128441.000000,127717.000000,125844.000000,124651.000000,123659.000000,123403.000000,122142.000000,121671.000000,119838.000000,119584.000000,118252.000000,117888.000000,116436.000000,116104.000000,115590.000000,115321.000000,114778.000000,114583.000000,113770.000000,113659.000000,112917.000000,112799.000000,112248.000000,111883.000000,111120.000000,111053.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	9	25	113839.000000	14.152839	[222416.000000,188521.000000,164666.000000,156401.000000,152560.000000,148854.000000,147462.000000,145744.000000,143940.000000,141356.000000,139964.000000,138965.000000,137410.000000,136195.000000,134797.000000,133712.000000,132084.000000,131082.000000,130365.000000,129611.000000,128967.000000,127545.000000,127252.000000,126206.000000,125645.000000,124432.000000,123822.000000,121915.000000,121596.000000,120518.000000,120245.000000,119704.000000,119543.000000,118906.000000,118072.000000,116898.000000,116514.000000,115426.000000,115350.000000,114066.000000,113839.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n429-k61	10	25	111817.000000	14.240000	[219006.000000,184235.000000,165706.000000,159816.000000,155730.000000,151924.000000,147951.000000,145200.000000,142820.000000,140618.000000,138734.000000,137120.000000,135436.000000,133662.000000,132185.000000,130954.000000,130189.000000,129187.000000,128473.000000,128087.000000,127626.000000,126664.000000,126340.000000,125026.000000,124231.000000,123481.000000,122799.000000,120736.000000,120327.000000,118853.000000,118696.000000,117642.000000,117262.000000,116161.000000,115701.000000,114464.000000,114084.000000,113443.000000,113233.000000,112437.000000,111817.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	1	25	286109.000000	16.778926	[373023.000000,341237.000000,321712.000000,318292.000000,316402.000000,314890.000000,313035.000000,310986.000000,309167.000000,306670.000000,305532.000000,303529.000000,303031.000000,302307.000000,301881.000000,300639.000000,300412.000000,298873.000000,298206.000000,295903.000000,295600.000000,293986.000000,293963.000000,293120.000000,292300.000000,291372.000000,290933.000000,290408.000000,289976.000000,289050.000000,289002.000000,288198.000000,287612.000000,287144.000000,286941.000000,286693.000000,286693.000000,286568.000000,286254.000000,286112.000000,286109.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	2	25	286505.000000	16.805318	[372241.000000,341446.000000,325837.000000,322144.000000,318785.000000,316302.000000,312856.000000,310916.000000,309490.000000,308288.000000,306654.000000,304338.000000,303088.000000,301177.000000,300932.000000,299196.000000,299040.000000,297162.000000,296587.000000,295857.000000,295403.000000,294112.000000,293465.000000,292622.000000,291938.000000,290976.000000,290976.000000,290317.000000,290047.000000,289610.000000,289610.000000,289169.000000,289075.000000,288544.000000,288544.000000,287815.000000,287583.000000,287362.000000,286954.000000,286535.000000,286505.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	3	25	288710.000000	16.792037	[371266.000000,349480.000000,325842.000000,318069.000000,315995.000000,314657.000000,312580.000000,309917.000000,308657.000000,306209.000000,305521.000000,301677.000000,301008.000000,299361.000000,298918.000000,298152.000000,296663.000000,295773.000000,295761.000000,295638.000000,295403.000000,294469.000000,293944.000000,293580.000000,293383.000000,292997.000000,292726.000000,292240.000000,291961.000000,291291.000000,291053.000000,290558.000000,290558.000000,290407.000000,289916.000000,289258.000000,289168.000000,288912.000000,288912.000000,288821.000000,288710.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	4	25	292270.000000	16.848799	[369888.000000,342637.000000,326100.000000,323597.000000,321981.000000,318922.000000,316473.000000,316454.000000,316313.000000,315924.000000,315337.000000,313352.000000,312498.000000,311590.000000,310592.000000,309536.000000,309378.000000,307165.000000,306941.000000,306003.000000,305819.000000,304791.000000,304202.000000,302919.000000,302454.000000,301016.000000,300830.000000,299472.000000,299434.000000,297183.000000,297183.000000,296461.000000,296239.000000,295510.000000,295009.000000,293208.000000,293185.000000,292839.000000,292768.000000,292330.000000,292270.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	5	25	287116.000000	16.923328	[371736.000000,345876.000000,326297.000000,321632.000000,318282.000000,317585.000000,316135.000000,314360.000000,313055.000000,309422.000000,306804.000000,303985.000000,303668.000000,301166.000000,300427.000000,298869.000000,298120.000000,297246.000000,296802.000000,296104.000000,294935.000000,294335.000000,294120.000000,292610.000000,292255.000000,291549.000000,291286.000000,290520.000000,290043.000000,289795.000000,289795.000000,289590.000000,289259.000000,288296.000000,288296.000000,287922.000000,287749.000000,287593.000000,287593.000000,287216.000000,287116.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	6	25	284874.000000	16.781375	[371602.000000,342554.000000,324478.000000,322085.000000,318797.000000,315723.000000,314826.000000,311420.000000,310428.000000,309848.000000,309142.000000,308018.000000,307755.000000,305937.000000,305490.000000,303885.000000,302775.000000,300249.000000,299969.000000,298964.000000,298565.000000,296542.000000,296164.000000,294794.000000,294664.000000,292596.000000,291886.000000,291112.000000,290843.000000,290298.000000,289506.000000,289004.000000,288898.000000,287645.000000,287350.000000,286644.000000,285930.000000,285375.000000,285375.000000,285256.000000,284874.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	7	25	290933.000000	16.874317	[372368.000000,340943.000000,326341.000000,322645.000000,320247.000000,317832.000000,316457.000000,314720.000000,313884.000000,312256.000000,309837.000000,308081.000000,307437.000000,305469.000000,304182.000000,302219.000000,301598.000000,300302.000000,299266.000000,298350.000000,297846.000000,297110.000000,296751.000000,295273.000000,294894.000000,294406.000000,294406.000000,293907.000000,293907.000000,293523.000000,293188.000000,292618.000000,292535.000000,292243.000000,292243.000000,291854.000000,291836.000000,291633.000000,291418.000000,291099.000000,290933.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	8	25	288470.000000	16.844341	[371377.000000,344134.000000,328691.000000,323380.000000,320569.000000,317793.000000,316175.000000,314502.000000,311454.000000,309254.000000,307232.000000,305194.000000,304619.000000,303221.000000,302686.000000,301589.000000,300987.000000,300312.000000,300092.000000,299248.000000,298928.000000,298083.000000,297652.000000,296607.000000,296002.000000,295335.000000,294719.000000,294296.000000,293709.000000,292565.000000,292542.000000,291768.000000,291219.000000,289749.000000,289512.000000,289309.000000,289305.000000,288618.000000,288586.000000,288473.000000,288470.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	9	25	290742.000000	16.795526	[366614.000000,344448.000000,324809.000000,321704.000000,319147.000000,317354.000000,315059.000000,313521.000000,312090.000000,311679.000000,309997.000000,308133.000000,307322.000000,306485.000000,304827.000000,304006.000000,303124.000000,301949.000000,301272.000000,299240.000000,298935.000000,298460.000000,297987.000000,296686.000000,295721.000000,295426.000000,295426.000000,294589.000000,294589.000000,294006.000000,293707.000000,293523.000000,293523.000000,293446.000000,292933.000000,292416.000000,292224.000000,292146.000000,291741.000000,291386.000000,290742.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n469-k138	10	25	289563.000000	16.771365	[372409.000000,346318.000000,325897.000000,318682.000000,315444.000000,313801.000000,311495.000000,309336.000000,307738.000000,305406.000000,304180.000000,301256.000000,300209.000000,299589.000000,298810.000000,297519.000000,297390.000000,295671.000000,295671.000000,294010.000000,294010.000000,293623.000000,293051.000000,292831.000000,292799.000000,292431.000000,292360.000000,291832.000000,291746.000000,291656.000000,291633.000000,291403.000000,291206.000000,290653.000000,290653.000000,290386.000000,290147.000000,289878.000000,289878.000000,289627.000000,289563.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n480-k70	1	25	138921.000000	16.482774	[245323.000000,209779.000000,192153.000000,186252.000000,180759.000000,175718.000000,171652.000000,169537.000000,167581.000000,164428.000000,163375.000000,160284.000000,158943.000000,157190.000000,157053.000000,155027.000000,154777.000000,152300.000000,151722.000000,150910.000000,150158.000000,148953.000000,148730.000000,146961.000000,146714.000000,145926.000000,145738.000000,144892.000000,144277.000000,143266.000000,142796.000000,141393.000000,141323.000000,140583.000000,140179.000000,139666.000000,139650.000000,139468.000000,139394.000000,138997.000000,138921.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n480-k70	2	25	133166.000000	16.432326	[245238.000000,212034.000000,188868.000000,180423.000000,174580.000000,169267.000000,165926.000000,160943.000000,158921.000000,156401.000000,155762.000000,151433.000000,150265.000000,147591.000000,147001.000000,144784.000000,144214.000000,142894.000000,142737.000000,141551.000000,141391.000000,140629.000000,140513.000000,139574.000000,139325.000000,138684.000000,138431.000000,138162.000000,137978.000000,137471.000000,137085.000000,135988.000000,135542.000000,134854.000000,134791.000000,134393.000000,134375.000000,133957.000000,133806.000000,133166.000000,133166.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n480-k70	3	25	136863.000000	16.597872	[244519.000000,208748.000000,190807.000000,184462.000000,181350.000000,178979.000000,175065.000000,171548.000000,169153.000000,166977.000000,166484.000000,163970.000000,163336.000000,160759.000000,159623.000000,157294.000000,156429.000000,153497.000000,152336.000000,150609.000000,150260.000000,148556.000000,147235.000000,145494.000000,144963.000000,144106.000000,144065.000000,143537.000000,143109.000000,142237.000000,142167.000000,141414.000000,141279.000000,140950.000000,140320.000000,139678.000000,139483.000000,138672.000000,138496.000000,137138.000000,136863.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
256	16	1000	50	2	3	256	0.1	0.1	0.75	cpu	X-n480-k70	4	25	141942.000000	16.441874	[248523.000000,216908.000000,191392.000000,186401.000000,183522.000000,180262.000000,178380.000000,176699.000000,174303.000000,172364.000000,170042.000000,168744.000000,167398.000000,166125.000000,165016.000000,163486.000000,163134.000000,161081.000000,159825.000000,158759.000000,157068.000000,155230.000000,154622.000000,153180.000000,153046.000000,152039.000000,151262.000000,150559.000000,149911.000000,148770.000000,148382.000000,147349.000000,146913.000000,145780.000000,145339.000000,144099.000000,143891.000000,143174.000000,142867.000000,142342.000000,141942.000000]	brkga-api	cvrp	51d7febd681802d176f02d9da07162534b14e755	#90-Ubuntu SMP Fri Jul 9 22:49:44 UTC 2021	Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz	64020MiB	NVIDIA Corporation GP104 [GeForce GTX 1070] (rev a1)	GP104 [GeForce GTX 1070]	V11.2.152	g++ (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
